tick,ts_ms,temp_raw_q88,moist_raw_q88,press_raw_q88,vib_raw_q88,temp_filt_q88,moist_filt_q88,press_filt_q88,vib_filt_q88,fsm_state,heater_en,fan_pwm,valve,alarms_mask,alarm_edge,event_code,fifo_occ,fifo_drops,proto_id,valid,ready,fire,bytes_sent,frame_inflight
237,23700,11692,5513,28952,1078,11700,6431,28525,1027,2,1,200,1,0,0,0,67,0,0,1,1,1,40,0
238,23800,11644,5412,28953,1077,11696,6425,28529,1027,2,1,200,1,0,0,0,67,0,0,1,1,1,40,0
239,23900,11698,5632,28909,1084,11690,6438,28532,1026,2,1,200,1,0,0,0,67,0,0,1,0,0,0,0
240,24000,11732,5491,28938,1082,11691,6110,28661,1045,2,1,200,0,0,0,0,68,0,0,1,1,1,40,0
241,24100,11731,8160,27934,939,11697,6135,28669,1044,2,1,200,0,0,0,0,68,0,0,1,1,1,40,0
242,24200,11699,7853,27907,946,11700,6434,28547,1028,2,1,200,1,0,0,0,68,0,0,1,1,1,40,0
243,24300,11657,5528,28922,1084,11693,6437,28548,1029,2,1,200,1,0,0,0,68,0,0,1,1,1,40,0
244,24400,11727,5416,28916,1070,11697,6125,28678,1045,2,1,200,0,0,0,0,68,0,0,1,1,1,40,0
245,24500,11691,8174,27930,949,11697,6458,28551,1028,2,1,200,1,0,0,0,68,0,0,1,1,1,40,0
246,24600,11699,5542,28886,1053,11704,6474,28542,1025,2,1,200,1,0,0,0,68,0,0,1,1,1,40,0
247,24700,11688,5432,28937,1078,11703,6449,28546,1025,2,1,200,1,0,0,0,68,0,0,1,1,1,40,0
248,24800,11708,5486,28920,1046,11700,6448,28544,1020,2,1,200,1,0,0,0,68,0,0,1,1,1,40,0
249,24900,11736,5478,28940,1076,11700,6113,28669,1037,2,1,200,0,0,0,0,68,0,0,1,1,1,40,0
250,25000,11667,8018,27929,944,11696,6134,28672,1037,2,1,200,0,0,0,0,68,0,1,1,1,1,40,1
251,25100,11688,8020,27899,946,11700,6445,28544,1020,2,1,200,1,0,0,0,69,0,1,1,0,0,0,1
252,25200,11651,5483,28872,1060,11691,6454,28539,1019,2,1,200,1,0,0,0,70,0,1,1,1,0,1,0
253,25300,11732,5431,28926,1062,11696,6111,28663,1033,2,1,200,0,0,0,0,70,0,1,1,1,1,40,1
254,25400,11693,8137,27902,957,11695,6435,28540,1021,2,1,200,1,0,0,0,71,0,1,1,1,0,1,0
255,25500,11669,5529,28883,1069,11693,6447,28533,1020,2,1,200,1,0,0,0,71,0,1,1,1,1,40,1
256,25600,11671,5497,28910,1063,11688,6449,28532,1022,2,1,200,1,0,0,0,72,0,1,1,1,0,1,0
257,25700,11684,5483,28900,1048,11681,6449,28527,1018,2,1,200,1,0,0,0,72,0,1,1,1,1,40,1
258,25800,11663,5293,28907,1057,11681,6109,28649,1032,2,1,200,0,0,0,0,73,0,1,1,1,0,1,0
259,25900,11636,7954,27923,954,11674,6100,28652,1033,2,1,200,0,0,0,0,73,0,1,1,1,1,40,1
260,26000,11649,8025,27853,941,11674,6418,28525,1018,2,1,200,1,0,0,0,74,0,1,1,1,0,1,0
261,26100,11696,5622,28904,1064,11670,6442,28522,1019,2,1,200,1,0,0,0,74,0,1,1,1,1,40,1
262,26200,11690,5454,28878,1069,11669,6107,28644,1033,2,1,200,0,0,0,0,75,0,1,1,1,0,1,0
263,26300,11709,7845,27847,946,11674,6396,28515,1017,2,1,200,0,0,0,0,75,0,1,1,1,1,40,1
264,26400,11682,8074,27884,949,11676,6718,28387,1003,2,1,200,1,0,0,0,76,0,1,1,1,0,1,0
265,26500,11643,5504,28905,1068,11671,6721,28387,1006,2,1,200,1,0,0,0,76,0,1,1,1,1,40,1
266,26600,11649,5391,28934,1075,11669,6733,28391,1008,2,1,200,1,0,0,0,77,0,1,1,1,0,1,0
267,26700,11684,5407,28924,1062,11675,6415,28516,1021,2,1,200,1,0,0,0,77,0,1,1,1,1,40,1
268,26800,11695,5239,28880,1054,11681,6067,28644,1035,2,1,200,0,0,0,0,78,0,1,1,1,0,1,0
269,26900,11686,8198,27889,946,11679,6389,28517,1021,2,1,200,0,0,0,0,78,0,1,1,1,1,40,1
270,27000,11652,8028,27861,939,11675,6710,28390,1004,2,1,200,1,0,0,0,79,0,1,1,1,0,1,0
271,27100,11637,5594,28915,1075,11666,6429,28524,1021,2,1,200,1,0,0,0,79,0,1,1,1,1,40,1
272,27200,11674,5436,28939,1049,11665,6099,28655,1033,2,1,200,0,0,0,0,80,0,1,1,1,0,1,0
273,27300,11679,7972,27853,939,11669,6408,28524,1017,2,1,200,1,0,0,0,80,0,1,1,1,1,40,1
274,27400,11723,5291,28899,1063,11678,6395,28520,1015,2,1,200,0,0,0,0,81,0,1,1,0,0,0,1
275,27500,11678,7961,27889,925,11678,6714,28390,998,2,1,200,1,0,0,0,82,0,1,1,1,0,1,0
276,27600,11666,5340,28922,1062,11674,6727,28395,999,2,1,200,1,0,0,0,82,0,1,1,1,1,40,1
277,27700,11711,5483,28876,1073,11677,6388,28519,1015,2,1,200,0,0,0,0,83,0,1,1,1,0,1,0
278,27800,11696,8052,27890,934,11683,6391,28522,1015,2,1,200,0,0,0,0,83,0,1,1,1,1,40,1
279,27900,11736,8043,27858,938,11695,6697,28390,997,2,1,200,1,0,0,0,84,0,1,1,1,0,1,0
280,28000,11680,5366,28904,1076,11696,6688,28386,1001,2,1,200,1,0,0,0,84,0,1,1,1,1,40,1
281,28100,11700,5591,28896,1088,11698,6390,28516,1019,2,1,200,0,0,0,0,85,0,1,1,1,0,1,0
282,28200,11635,8126,27872,934,11687,6745,28388,1003,2,1,200,1,0,0,0,85,0,1,1,1,1,40,1
283,28300,11680,5521,28889,1083,11688,6440,28513,1023,2,1,200,1,0,0,0,86,0,1,1,1,0,1,0
284,28400,11701,5626,28857,1069,11692,6476,28505,1024,2,1,200,1,0,0,0,86,0,1,1,1,1,40,1
285,28500,11689,5517,28881,1056,11689,6480,28505,1022,2,1,200,1,0,0,0,87,0,1,1,1,0,1,0
286,28600,11678,5382,28903,1067,11687,6146,28632,1038,2,1,200,0,0,0,0,87,0,1,1,1,1,40,1
287,28700,11671,7949,27890,950,11679,6134,28636,1040,2,1,200,0,0,0,0,88,0,1,1,1,0,1,0
288,28800,11704,8171,27869,930,11682,6485,28507,1022,2,1,200,1,0,0,0,88,0,1,1,1,1,40,1
289,28900,11644,5461,28919,1072,11675,6469,28510,1020,2,1,200,1,0,0,0,89,0,1,1,1,0,1,0
290,29000,11696,5520,28936,1096,11682,6143,28643,1040,2,1,200,0,0,0,0,89,0,1,1,1,1,40,1
291,29100,11663,8181,27884,953,11680,6475,28517,1024,2,1,200,1,0,0,0,90,0,1,1,1,0,1,0
292,29200,11693,5607,28893,1077,11679,6473,28521,1025,2,1,200,1,0,0,0,90,0,1,1,1,1,40,1
293,29300,11703,5519,28916,1066,11681,6473,28526,1026,2,1,200,1,0,0,0,91,0,1,1,1,0,1,0
294,29400,11701,5408,28879,1083,11684,6477,28523,1028,2,1,200,1,0,0,0,91,0,1,1,1,1,40,1
295,29500,11696,5533,28862,1068,11687,6175,28644,1043,2,1,200,0,0,0,0,92,0,1,1,1,0,1,0
296,29600,11682,8082,27866,969,11684,6163,28644,1048,2,1,200,0,0,0,0,92,0,1,1,1,1,40,1
297,29700,11697,8045,27869,950,11691,6486,28513,1032,2,1,200,1,0,0,0,93,0,1,1,1,0,1,0
298,29800,11697,5547,28847,1084,11691,6490,28502,1031,2,1,200,1,0,0,0,93,0,1,1,1,1,40,1
299,29900,11676,5493,28959,1079,11693,6154,28636,1047,2,1,200,0,0,0,0,94,0,1,1,1,0,1,0
300,30000,11663,8034,27854,951,11689,6457,28506,1031,2,1,200,1,0,0,0,94,0,0,1,1,1,40,0
301,30100,11697,5305,28867,1107,11688,6430,28500,1036,2,1,200,1,0,0,0,94,0,0,1,1,1,40,0
302,30200,11598,5457,28884,1087,11675,6437,28501,1036,2,1,200,1,0,0,0,94,0,0,1,1,1,40,0
303,30300,11675,5470,28911,1080,11673,6429,28507,1038,2,1,200,1,0,0,0,94,0,0,1,1,1,40,0
304,30400,11703,5406,28869,1075,11675,6094,28632,1051,2,1,200,0,0,0,0,94,0,0,1,1,1,40,0
305,30500,11758,8023,27824,951,11683,6091,28626,1051,2,1,200,0,0,0,0,94,0,0,1,1,1,40,0
306,30600,11648,7991,27861,972,11677,6397,28503,1037,2,1,200,0,0,0,0,94,0,0,1,1,1,40,0
307,30700,11658,7934,27863,954,11675,6702,28366,1022,2,1,200,1,0,0,0,94,0,0,1,1,1,40,0
308,30800,11701,5520,28862,1085,11679,6388,28492,1038,2,1,200,0,0,0,0,94,0,0,1,1,1,40,0
309,30900,11717,8045,27849,948,11682,6730,28365,1019,2,1,200,1,0,0,0,94,0,0,1,1,1,40,0
310,31000,11671,5524,28865,1089,11691,6739,28363,1019,2,1,200,1,0,0,0,94,0,0,1,1,1,40,0
311,31100,11689,5415,28857,1084,11693,6732,28356,1019,2,1,200,1,0,0,0,94,0,0,1,1,1,40,0
312,31200,11673,5396,28909,1082,11689,6731,28361,1020,2,1,200,1,0,0,0,94,0,0,1,1,1,40,0
313,31300,11652,5493,28888,1091,11676,6414,28494,1038,2,1,200,1,0,0,0,94,0,0,1,1,1,40,0
314,31400,11626,5695,28888,1092,11673,6127,28622,1053,2,1,200,0,0,0,0,94,0,0,1,1,1,40,0
315,31500,11642,7974,27857,999,11671,6132,28621,1058,2,1,200,0,0,0,0,94,0,0,1,1,1,40,0
316,31600,11646,7944,27863,952,11664,6435,28497,1042,2,1,200,1,0,0,0,94,0,0,1,1,1,40,0
317,31700,11744,5516,28887,1098,11667,6119,28626,1060,2,1,200,0,0,0,0,94,0,0,1,1,1,40,0
318,31800,11684,7944,27891,951,11669,6422,28505,1043,2,1,200,1,0,0,0,94,0,0,1,1,1,40,0
319,31900,11714,5561,28855,1094,11672,6440,28504,1044,2,1,200,1,0,0,0,94,0,0,1,1,1,40,0
320,32000,11724,5500,28904,1086,11679,6453,28504,1045,2,1,200,1,0,0,0,94,0,0,1,1,1,40,0
321,32100,11700,5583,28864,1102,11685,6464,28501,1046,2,1,200,1,0,0,0,94,0,0,1,1,1,40,0
322,32200,11638,5565,28904,1076,11686,6448,28503,1044,2,1,200,1,0,0,0,94,0,0,1,1,1,40,0
323,32300,11624,5507,28859,1099,11684,6140,28628,1057,2,1,200,0,0,0,0,94,0,0,1,1,1,40,0
324,32400,11688,8153,27848,945,11689,6166,28626,1056,2,1,200,0,0,0,0,94,0,0,1,1,1,40,0
325,32500,11651,8124,27836,956,11677,6492,28495,1038,2,1,200,1,0,0,0,94,0,0,1,1,1,40,0
326,32600,11662,5480,28875,1082,11675,6184,28618,1055,2,1,200,0,0,0,0,94,0,0,1,1,1,40,0
327,32700,11724,8042,27884,956,11676,6494,28496,1037,2,1,200,1,0,0,0,94,0,0,1,1,1,40,0
328,32800,11624,5414,28867,1094,11663,6483,28492,1038,2,1,200,1,0,0,0,94,0,0,1,1,1,40,0
329,32900,11657,5589,28865,1089,11658,6484,28492,1037,2,1,200,1,0,0,0,94,0,0,1,1,1,40,0
330,33000,11704,5641,28837,1077,11666,6493,28483,1037,2,1,200,1,0,0,0,94,0,0,1,1,1,40,0
331,33100,11669,5404,28872,1084,11672,6480,28485,1035,2,1,200,1,0,0,0,94,0,0,1,1,1,40,0
332,33200,11679,5563,28850,1079,11671,6157,28610,1052,2,1,200,0,0,0,0,94,0,0,1,1,1,40,0
333,33300,11667,8135,27829,970,11673,6158,28609,1053,2,1,200,0,0,0,0,94,0,0,1,1,1,40,0
334,33400,11670,7873,27835,964,11674,6457,28479,1039,2,1,200,1,0,0,0,94,0,0,1,1,1,40,0
335,33500,11630,5376,28897,1087,11662,6124,28606,1055,2,1,200,0,0,0,0,94,0,0,1,1,1,40,0
336,33600,11680,8088,27837,971,11669,6458,28477,1040,2,1,200,1,0,0,0,94,0,0,1,1,1,40,0
337,33700,11665,5509,28898,1105,11670,6448,28481,1042,2,1,200,1,0,0,0,94,0,0,1,1,1,40,0
338,33800,11671,5484,28843,1100,11666,6429,28482,1045,2,1,200,1,0,0,0,94,0,0,1,1,1,40,0
339,33900,11666,5571,28860,1091,11666,6449,28481,1045,2,1,200,1,0,0,0,94,0,0,1,1,1,40,0
340,34000,11647,5534,28939,1070,11662,6446,28492,1044,2,1,200,1,0,0,0,94,0,0,1,1,1,40,0
341,34100,11710,5470,28872,1089,11667,6113,28622,1059,2,1,200,0,0,0,0,94,0,0,1,0,0,0,0
342,34200,11608,8052,27872,947,11659,6135,28627,1057,2,1,200,0,0,0,0,95,0,0,1,1,1,40,0
343,34300,11641,8088,27833,968,11661,6474,28494,1042,2,1,200,1,0,0,0,95,0,0,1,1,1,40,0
344,34400,11570,5449,28847,1096,11647,6144,28620,1058,2,1,200,0,0,0,0,95,0,0,1,1,1,40,0
345,34500,11692,8016,27863,966,11650,6458,28491,1040,2,1,200,1,0,0,0,95,0,0,1,1,1,40,0
346,34600,11680,5432,28837,1087,11651,6451,28490,1039,2,1,200,1,0,0,0,95,0,0,1,1,1,40,0
347,34700,11607,5397,28879,1087,11644,6429,28492,1038,2,1,200,1,0,0,0,95,0,0,1,1,1,40,0
348,34800,11623,5390,28858,1087,11641,6411,28482,1040,2,1,200,1,0,0,0,95,0,0,1,1,1,40,0
349,34900,11665,5548,28886,1090,11635,6421,28484,1041,2,1,200,1,0,0,0,95,0,0,1,1,1,40,0
350,35000,11659,5453,28856,1093,11642,6096,28607,1059,2,1,200,0,0,0,0,95,0,1,1,1,1,40,1
351,35100,11640,7922,27836,967,11642,6075,28607,1059,2,1,200,0,0,0,0,96,0,1,1,1,0,1,0
352,35200,11648,7935,27803,958,11651,6386,28477,1041,2,1,200,0,0,0,0,96,0,1,1,1,1,40,1
353,35300,11671,7973,27813,976,11649,6381,28471,1043,2,1,200,0,0,0,0,97,0,1,1,1,0,1,0
354,35400,11624,7904,27814,943,11642,6690,28343,1025,2,1,200,1,0,0,0,97,0,1,1,1,1,40,1
355,35500,11658,5473,28891,1087,11648,6699,28344,1025,2,1,200,1,0,0,0,98,0,1,1,1,0,1,0
356,35600,11623,5520,28838,1084,11648,6716,28342,1024,2,1,200,1,0,0,0,98,0,1,1,1,1,40,1
357,35700,11657,5298,28857,1102,11647,6684,28338,1026,2,1,200,1,0,0,0,99,0,1,1,1,0,1,0
358,35800,11694,5595,28827,1076,11651,6702,28334,1024,2,1,200,1,0,0,0,99,0,1,1,1,1,40,1
359,35900,11670,5458,28844,1096,11655,6394,28460,1040,2,1,200,0,0,0,0,100,0,1,1,1,0,1,0
360,36000,11601,7866,27829,981,11649,6385,28464,1043,2,1,200,0,0,0,0,100,0,1,1,1,1,40,1
361,36100,11690,7975,27812,977,11652,6386,28464,1043,2,1,200,0,0,0,0,101,0,1,1,1,0,1,0
362,36200,11713,8040,27856,970,11663,6403,28469,1046,2,1,200,1,0,0,0,101,0,1,1,1,1,40,1
363,36300,11642,5634,28831,1110,11661,6423,28461,1049,2,1,200,1,0,0,0,102,0,1,1,1,0,1,0
364,36400,11628,5396,28862,1076,11661,6407,28464,1048,2,1,200,1,0,0,0,102,0,1,1,1,1,40,1
365,36500,11630,5430,28877,1102,11658,6424,28467,1048,2,1,200,1,0,0,0,103,0,1,1,1,0,1,0
366,36600,11625,5451,28831,1088,11649,6406,28467,1050,2,1,200,1,0,0,0,103,0,1,1,1,1,40,1
367,36700,11633,5588,28876,1085,11645,6422,28471,1048,2,1,200,1,0,0,0,104,0,1,1,1,0,1,0
368,36800,11643,5451,28858,1101,11650,6120,28600,1063,2,1,200,0,0,0,0,104,0,1,1,1,1,40,1
369,36900,11584,8050,27840,940,11637,6130,28603,1059,2,1,200,0,0,0,0,105,0,1,1,1,0,1,0
370,37000,11694,8099,27865,960,11634,6137,28605,1057,2,1,200,0,0,0,0,105,0,1,1,1,1,40,1
371,37100,11623,7994,27828,965,11632,6432,28479,1039,2,1,200,1,0,0,0,106,0,1,1,1,0,1,0
372,37200,11654,5498,28850,1081,11635,6445,28478,1040,2,1,200,1,0,0,0,106,0,1,1,1,1,40,1
373,37300,11628,5414,28864,1068,11635,6443,28476,1036,2,1,200,1,0,0,0,107,0,1,1,1,0,1,0
374,37400,11652,5421,28839,1086,11638,6439,28477,1035,2,1,200,1,0,0,0,107,0,1,1,1,1,40,1
375,37500,11696,5508,28855,1083,11646,6429,28474,1035,2,1,200,1,0,0,0,108,0,1,1,1,0,1,0
376,37600,11622,5367,28837,1064,11644,6418,28472,1030,2,1,200,1,0,0,0,108,0,1,1,1,1,40,1
377,37700,11615,5480,28841,1071,11648,6097,28597,1047,2,1,200,0,0,0,0,109,0,1,1,1,0,1,0
378,37800,11700,7964,27838,950,11648,6080,28594,1046,2,1,200,0,0,0,0,109,0,1,1,1,1,40,1
379,37900,11633,7890,27831,940,11650,6067,28594,1042,2,1,200,0,0,0,0,110,0,1,1,1,0,1,0
380,38000,11663,8066,27852,950,11651,6388,28469,1026,2,1,200,0,0,0,0,110,0,1,1,1,1,40,1
381,38100,11641,8038,27815,948,11652,6716,28338,1011,2,1,200,1,0,0,0,111,0,1,1,1,0,1,0
382,38200,11637,5497,28840,1079,11650,6726,28338,1010,2,1,200,1,0,0,0,111,0,1,1,1,1,40,1
383,38300,11624,5601,28868,1079,11641,6737,28340,1010,2,1,200,1,0,0,0,112,0,1,1,1,0,1,0
384,38400,11681,5509,28864,1066,11649,6755,28343,1010,2,1,200,1,0,0,0,112,0,1,1,0,0,0,0
385,38500,11642,5534,28791,1076,11652,6762,28337,1011,2,1,200,1,0,0,0,113,0,1,1,1,1,40,1
386,38600,11577,5440,28877,1074,11637,6446,28467,1026,2,1,200,1,0,0,0,114,0,1,1,1,0,1,0
387,38700,11673,5601,28878,1044,11642,6160,28598,1039,2,1,200,0,0,0,0,114,0,1,1,1,1,40,1
388,38800,11616,8006,27845,943,11636,6153,28597,1038,2,1,200,0,0,0,0,115,0,1,1,1,0,1,0
389,38900,11699,8057,27779,944,11643,6155,28592,1038,2,1,200,0,0,0,0,115,0,1,1,1,1,40,1
390,39000,11603,7947,27849,942,11639,6461,28468,1021,2,1,200,1,0,0,0,116,0,1,1,1,0,1,0
391,39100,11576,5358,28812,1069,11633,6431,28461,1019,2,1,200,1,0,0,0,116,0,1,1,1,1,40,1
392,39200,11584,5532,28858,1084,11621,6434,28461,1022,2,1,200,1,0,0,0,117,0,1,1,1,0,1,0
393,39300,11680,5392,28831,1081,11626,6416,28466,1022,2,1,200,1,0,0,0,117,0,1,1,1,1,40,1
394,39400,11602,5327,28872,1061,11629,6402,28465,1021,2,1,200,1,0,0,0,118,0,1,1,0,0,0,1
395,39500,11599,5391,28800,1048,11619,6376,28455,1021,2,1,200,0,0,0,0,119,0,1,1,1,0,1,0
396,39600,11658,8010,27790,937,11625,6376,28448,1020,2,1,200,0,0,0,0,119,0,1,1,1,1,40,1
397,39700,11622,7953,27831,930,11615,6363,28455,1019,2,1,200,0,0,0,0,120,0,1,1,1,0,1,0
398,39800,11595,8041,27807,933,11614,6375,28450,1017,2,1,200,0,0,0,0,120,0,1,1,1,1,40,1
399,39900,11650,7981,27812,936,11623,6703,28325,1001,2,1,200,1,0,0,0,121,0,1,1,0,0,0,1
400,40000,11580,5417,28820,1064,11623,6689,28320,998,2,1,200,1,0,0,0,122,0,0,1,1,0,1,0
401,40100,11604,5487,28812,1064,11613,6700,28318,996,2,1,200,1,0,0,0,122,0,0,1,1,1,40,0
402,40200,11608,5465,28856,1065,11614,6718,28316,997,2,1,200,1,0,0,0,122,0,0,1,1,1,40,0
403,40300,11607,5452,28835,1057,11615,6725,28320,998,2,1,200,1,0,0,0,122,0,0,1,1,1,40,0
404,40400,11534,5439,28842,1061,11600,6404,28451,1013,2,1,200,1,0,0,0,122,0,0,1,1,1,40,0
405,40500,11606,5452,28896,1063,11598,6091,28585,1030,2,1,200,0,0,0,0,122,0,0,1,1,1,40,0
406,40600,11624,7773,27836,940,11601,6058,28588,1031,2,1,200,0,0,0,0,122,0,0,1,1,1,40,0
407,40700,11604,7931,27766,936,11595,6052,28582,1031,2,1,200,0,0,0,0,122,0,0,1,1,1,40,0
408,40800,11642,8042,27823,952,11603,6380,28458,1017,2,1,200,0,0,0,0,122,0,0,1,1,1,40,0
409,40900,11583,7925,27848,943,11601,6684,28337,1002,2,1,200,1,0,0,0,122,0,0,1,1,1,40,0
410,41000,11607,5513,28833,1079,11600,6690,28334,1003,2,1,200,1,0,0,0,122,0,0,1,1,1,40,0
411,41100,11588,5366,28854,1062,11598,6680,28337,1004,2,1,200,1,0,0,0,122,0,0,1,1,1,40,0
412,41200,11567,5518,28848,1068,11602,6690,28338,1005,2,1,200,1,0,0,0,122,0,0,1,1,1,40,0
413,41300,11611,5513,28857,1042,11603,6697,28333,1002,2,1,200,1,0,0,0,122,0,0,1,1,1,40,0
414,41400,11598,5396,28855,1060,11600,6400,28460,1017,2,1,200,0,0,0,0,122,0,0,1,1,1,40,0
415,41500,11644,7887,27861,920,11605,6395,28472,1015,2,1,200,0,0,0,0,122,0,0,1,1,1,40,0
416,41600,11632,8083,27836,939,11603,6400,28474,1014,2,1,200,0,0,0,0,122,0,0,1,1,1,40,0
417,41700,11571,8076,27794,943,11602,6419,28467,1014,2,1,200,1,0,0,0,122,0,0,1,1,1,40,0
418,41800,11611,5307,28829,1067,11602,6393,28466,1012,2,1,200,0,0,0,0,122,0,0,1,1,1,40,0
419,41900,11556,7851,27789,917,11598,6703,28333,994,2,1,200,1,0,0,0,122,0,0,1,1,1,40,0
420,42000,11626,5428,28839,1056,11606,6692,28332,993,2,1,200,1,0,0,0,122,0,0,1,1,1,40,0
421,42100,11611,5576,28848,1059,11606,6700,28331,995,2,1,200,1,0,0,0,122,0,0,1,1,1,40,0
422,42200,11615,5500,28852,1063,11608,6713,28331,995,2,1,200,1,0,0,0,122,0,0,1,1,1,40,0
423,42300,11615,5418,28820,1075,11604,6404,28450,1014,2,1,200,1,0,0,0,122,0,0,1,1,1,40,0
424,42400,11562,5545,28862,1063,11595,6087,28579,1030,2,1,200,0,0,0,0,122,0,0,1,1,1,40,0
425,42500,11611,7849,27824,934,11600,6059,28582,1029,2,1,200,0,0,0,0,122,0,0,1,1,1,40,0
426,42600,11583,7927,27812,963,11597,6386,28455,1016,2,1,200,0,0,0,0,122,0,0,1,1,1,40,0
427,42700,11668,8013,27780,937,11611,6407,28454,1018,2,1,200,1,0,0,0,122,0,0,1,1,1,40,0
428,42800,11536,5398,28845,1052,11600,6403,28455,1018,2,1,200,1,0,0,0,122,0,0,1,1,1,40,0
429,42900,11559,5490,28844,1055,11593,6392,28454,1017,2,1,200,0,0,0,0,122,0,0,1,1,1,40,0
430,43000,11603,7894,27836,933,11592,6691,28327,1001,2,1,200,1,0,0,0,122,0,0,1,1,1,40,0
431,43100,11556,5443,28819,1077,11584,6694,28327,1001,2,1,200,1,0,0,0,122,0,0,1,1,1,40,0
432,43200,11588,5621,28827,1074,11588,6704,28323,1003,2,1,200,1,0,0,0,122,0,0,1,1,1,40,0
433,43300,11573,5390,28822,1054,11583,6397,28448,1018,2,1,200,0,0,0,0,122,0,0,1,1,1,40,0
434,43400,11601,8032,27794,950,11585,6410,28445,1016,2,1,200,1,0,0,0,122,0,0,1,1,1,40,0
435,43500,11631,5421,28848,1063,11580,6086,28579,1032,2,1,200,0,0,0,0,122,0,0,1,1,1,40,0
436,43600,11600,8089,27806,944,11588,6422,28449,1018,2,1,200,1,0,0,0,122,0,0,1,1,1,40,0
437,43700,11563,5318,28827,1072,11589,6401,28447,1020,2,1,200,1,0,0,0,122,0,0,1,1,1,40,0
438,43800,11630,5298,28785,1077,11592,6076,28566,1038,2,1,200,0,0,0,0,122,0,0,1,1,1,40,0
439,43900,11635,7888,27802,931,11602,6382,28438,1020,2,1,200,0,0,0,0,122,0,0,1,1,1,40,0
440,44000,11587,7949,27793,942,11602,6673,28309,1004,2,1,200,1,0,0,0,122,0,0,1,1,1,40,0
441,44100,11567,5333,28814,1075,11601,6666,28308,1006,2,1,200,1,0,0,0,122,0,0,1,1,1,40,0
442,44200,11555,5416,28787,1086,11596,6339,28432,1023,2,1,200,0,0,0,0,122,0,0,1,1,1,40,0
443,44300,11568,7985,27826,953,11588,6659,28305,1010,2,1,200,1,0,0,0,122,0,0,1,1,1,40,0
444,44400,11509,5320,28838,1083,11576,6313,28434,1027,2,1,200,0,0,0,0,122,0,0,1,1,1,40,0
445,44500,11532,8056,27812,944,11572,6655,28307,1011,2,1,200,1,0,0,0,122,0,0,1,1,1,40,0
446,44600,11636,5318,28864,1074,11573,6658,28317,1011,2,1,200,1,0,0,0,122,0,0,1,1,1,40,0
447,44700,11566,5477,28828,1077,11565,6356,28445,1029,2,1,200,0,0,0,0,122,0,0,1,0,0,0,0
448,44800,11548,7889,27790,952,11560,6349,28444,1030,2,1,200,0,0,0,0,123,0,0,1,1,1,40,0
449,44900,11535,7885,27817,960,11556,6668,28320,1016,2,1,200,1,0,0,0,123,0,0,1,1,1,40,0
450,45000,11623,5441,28820,1068,11564,6671,28324,1013,2,1,200,1,0,0,0,123,0,1,1,1,1,40,1
451,45100,11609,5418,28846,1075,11569,6350,28451,1029,2,1,200,0,0,0,0,124,0,1,1,0,0,0,1
452,45200,11565,7909,27838,950,11576,6674,28326,1012,2,1,200,1,0,0,0,125,0,1,1,0,0,0,1
453,45300,11604,5450,28840,1086,11585,6348,28455,1030,2,1,200,0,0,0,0,126,0,1,1,1,0,1,0
454,45400,11557,8028,27822,941,11575,6687,28325,1013,2,1,200,1,0,0,0,126,0,1,1,1,1,40,1
455,45500,11545,5405,28800,1100,11573,6678,28321,1016,2,1,200,1,0,0,0,127,0,1,1,1,0,1,0
456,45600,11576,5440,28809,1080,11576,6372,28449,1032,2,1,200,0,0,0,0,127,0,1,1,0,0,0,0
457,45700,11574,7960,27826,953,11581,6381,28450,1031,2,1,200,0,0,0,0,128,0,1,1,1,1,40,1
458,45800,11584,7990,27835,949,11576,6700,28327,1016,2,1,200,1,0,0,0,129,0,1,1,1,0,1,0
459,45900,11600,5529,28840,1080,11575,6713,28326,1017,2,1,200,1,0,0,0,129,0,1,1,1,1,40,1
460,46000,11558,5424,28819,1090,11574,6403,28448,1034,2,1,200,1,0,0,0,130,0,1,1,1,0,1,0
461,46100,11604,5457,28867,1103,11574,6404,28452,1037,2,1,200,1,0,0,0,130,0,1,1,1,1,40,1
462,46200,11566,5454,28832,1082,11575,6082,28578,1054,2,1,200,0,0,0,0,131,0,1,1,1,0,1,0
463,46300,11562,7825,27780,969,11578,6384,28451,1038,2,1,200,0,0,0,0,131,0,1,1,1,1,40,1
464,46400,11521,7987,27852,984,11571,6703,28331,1026,2,1,200,1,0,0,0,132,0,1,1,1,0,1,0
465,46500,11568,5368,28841,1096,11570,6379,28458,1044,2,1,200,0,0,0,0,132,0,1,1,1,1,40,1
466,46600,11587,7924,27825,945,11570,6371,28457,1043,2,1,200,0,0,0,0,133,0,1,1,1,0,1,0
467,46700,11538,7873,27815,949,11563,6664,28328,1027,2,1,200,1,0,0,0,133,0,1,1,1,1,40,1
468,46800,11573,5440,28820,1086,11564,6666,28329,1026,2,1,200,1,0,0,0,134,0,1,1,1,0,1,0
469,46900,11502,5563,28822,1084,11552,6679,28323,1024,2,1,200,1,0,0,0,134,0,1,1,1,1,40,1
470,47000,11585,5488,28834,1088,11554,6683,28323,1025,2,1,200,1,0,0,0,135,0,1,1,1,0,1,0
471,47100,11559,5373,28846,1085,11554,6377,28456,1039,2,1,200,0,0,0,0,135,0,1,1,1,1,40,1
472,47200,11610,7992,27794,947,11565,6377,28449,1035,2,1,200,0,0,0,0,136,0,1,1,1,0,1,0
