ts_ms,tick,event_type,event_code,fsm_state,proto_id,alarms_mask,temp_C,moist_pct,press_kPa,vib,heater_en,fan_pwm,valve,fifo_occ_after_push
122600,1226,PERIODIC,0x00,STEADY,0,0x0000,45.59,25.44,110.91,4.00,1,200,1,256
122700,1227,PERIODIC,0x00,STEADY,0,0x0000,45.58,25.45,110.89,3.99,1,200,1,256
122800,1228,PERIODIC,0x00,STEADY,0,0x0000,45.54,24.13,111.39,4.05,1,200,0,256
122900,1229,PERIODIC,0x00,STEADY,0,0x0000,45.51,24.13,111.38,4.04,1,200,0,256
123000,1230,PERIODIC,0x00,STEADY,0,0x0000,45.52,24.12,111.38,4.04,1,200,0,256
123100,1231,PERIODIC,0x00,STEADY,0,0x0000,45.48,24.08,111.39,4.05,1,200,0,256
123200,1232,PERIODIC,0x00,STEADY,0,0x0000,45.47,25.34,110.88,4.00,1,200,1,256
123300,1233,PERIODIC,0x00,STEADY,0,0x0000,45.46,25.35,110.89,4.00,1,200,1,256
123400,1234,PERIODIC,0x00,STEADY,0,0x0000,45.46,25.39,110.86,3.99,1,200,1,256
123500,1235,PERIODIC,0x00,STEADY,0,0x0000,45.49,25.33,110.88,3.99,1,200,1,256
123600,1236,PERIODIC,0x00,STEADY,0,0x0000,45.49,25.37,110.89,3.98,1,200,1,256
123700,1237,PERIODIC,0x00,STEADY,0,0x0000,45.48,24.24,111.41,4.05,1,200,0,256
123800,1238,PERIODIC,0x00,STEADY,0,0x0000,45.50,24.16,111.40,4.06,1,200,0,256
123900,1239,PERIODIC,0x00,STEADY,0,0x0000,45.55,24.24,111.42,4.05,1,200,0,256
124000,1240,PERIODIC,0x00,STEADY,0,0x0000,45.55,24.29,111.44,4.04,1,200,0,256
124100,1241,PERIODIC,0x00,STEADY,0,0x0000,45.61,25.59,110.94,3.98,1,200,1,256
124200,1242,PERIODIC,0x00,STEADY,0,0x0000,45.63,25.59,110.96,3.97,1,200,1,256
124300,1243,PERIODIC,0x00,STEADY,0,0x0000,45.62,25.62,110.96,3.98,1,200,1,256
124400,1244,PERIODIC,0x00,STEADY,0,0x0000,45.63,25.73,110.95,3.99,1,200,1,256
124500,1245,PERIODIC,0x00,STEADY,0,0x0000,45.61,25.64,110.95,3.99,1,200,1,256
124600,1246,PERIODIC,0x00,STEADY,0,0x0000,45.59,24.43,111.46,4.04,1,200,0,256
124700,1247,PERIODIC,0x00,STEADY,0,0x0000,45.54,24.37,111.46,4.04,1,200,0,256
124800,1248,PERIODIC,0x00,STEADY,0,0x0000,45.57,24.34,111.47,4.05,1,200,0,256
124900,1249,PERIODIC,0x00,STEADY,0,0x0000,45.50,24.34,111.46,4.06,1,200,0,256
125000,1250,PERIODIC,0x00,STEADY,1,0x0000,45.48,25.59,110.98,4.01,1,200,1,256
125100,1251,PERIODIC,0x00,STEADY,1,0x0000,45.48,25.60,110.98,4.01,1,200,1,256
125200,1252,PERIODIC,0x00,STEADY,1,0x0000,45.50,25.59,111.01,4.01,1,200,1,256
125300,1253,PERIODIC,0x00,STEADY,1,0x0000,45.54,25.61,111.00,4.00,1,200,1,256
125400,1254,PERIODIC,0x00,STEADY,1,0x0000,45.54,25.66,111.01,4.00,1,200,1,256
125500,1255,PERIODIC,0x00,STEADY,1,0x0000,45.56,24.47,111.51,4.06,1,200,0,256
125600,1256,PERIODIC,0x00,STEADY,1,0x0000,45.52,24.46,111.48,4.05,1,200,0,256
125700,1257,PERIODIC,0x00,STEADY,1,0x0000,45.50,24.37,111.49,4.04,1,200,0,256
125800,1258,PERIODIC,0x00,STEADY,1,0x0000,45.51,24.43,111.47,4.04,1,200,0,256
125900,1259,PERIODIC,0x00,STEADY,1,0x0000,45.48,25.65,110.98,3.97,1,200,1,256
126000,1260,PERIODIC,0x00,STEADY,1,0x0000,45.45,25.69,110.96,3.98,1,200,1,256
126100,1261,PERIODIC,0x00,STEADY,1,0x0000,45.44,25.75,110.97,3.99,1,200,1,256
126200,1262,PERIODIC,0x00,STEADY,1,0x0000,45.41,25.70,110.97,3.99,1,200,1,256
126300,1263,PERIODIC,0x00,STEADY,1,0x0000,45.40,25.66,110.97,3.99,1,200,1,256
126400,1264,PERIODIC,0x00,STEADY,1,0x0000,45.39,24.48,111.48,4.05,1,200,0,256
126500,1265,PERIODIC,0x00,STEADY,1,0x0000,45.41,24.54,111.49,4.06,1,200,0,256
126600,1266,PERIODIC,0x00,STEADY,1,0x0000,45.41,24.51,111.51,4.05,1,200,0,256
126700,1267,PERIODIC,0x00,STEADY,1,0x0000,45.41,24.60,111.49,4.05,1,200,0,256
126800,1268,PERIODIC,0x00,STEADY,1,0x0000,45.39,25.77,110.99,3.98,1,200,1,256
126900,1269,PERIODIC,0x00,STEADY,1,0x0000,45.38,25.68,111.00,3.97,1,200,1,256
127000,1270,PERIODIC,0x00,STEADY,1,0x0000,45.40,25.76,110.98,3.98,1,200,1,256
127100,1271,PERIODIC,0x00,STEADY,1,0x0000,45.41,25.82,110.98,3.97,1,200,1,256
127200,1272,PERIODIC,0x00,STEADY,1,0x0000,45.44,25.79,111.01,3.97,1,200,1,256
127300,1273,PERIODIC,0x00,STEADY,1,0x0000,45.42,24.55,111.51,4.04,1,200,0,256
127400,1274,PERIODIC,0x00,STEADY,1,0x0000,45.43,24.53,111.47,4.04,1,200,0,256
127500,1275,PERIODIC,0x00,STEADY,1,0x0000,45.45,24.59,111.48,4.04,1,200,0,256
127600,1276,PERIODIC,0x00,STEADY,1,0x0000,45.45,24.52,111.48,4.05,1,200,0,256
127700,1277,PERIODIC,0x00,STEADY,1,0x0000,45.49,25.88,110.96,3.99,1,200,1,256
127800,1278,PERIODIC,0x00,STEADY,1,0x0000,45.50,25.89,110.97,3.98,1,200,1,256
127900,1279,PERIODIC,0x00,STEADY,1,0x0000,45.49,25.86,110.97,3.98,1,200,1,256
128000,1280,PERIODIC,0x00,STEADY,1,0x0000,45.50,25.93,110.94,3.97,1,200,1,256
128100,1281,PERIODIC,0x00,STEADY,1,0x0000,45.52,25.89,110.94,3.96,1,200,1,256
128200,1282,PERIODIC,0x00,STEADY,1,0x0000,45.52,24.71,111.46,4.01,1,200,0,256
128300,1283,PERIODIC,0x00,STEADY,1,0x0000,45.49,24.54,111.45,4.01,1,200,0,256
128400,1284,PERIODIC,0x00,STEADY,1,0x0000,45.52,24.62,111.45,4.00,1,200,0,256
128500,1285,PERIODIC,0x00,STEADY,1,0x0000,45.46,24.67,111.46,3.98,1,200,0,256
128600,1286,PERIODIC,0x00,STEADY,1,0x0000,45.43,25.96,110.96,3.91,1,200,1,256
128700,1287,PERIODIC,0x00,STEADY,1,0x0000,45.43,25.96,110.97,3.91,1,200,1,256
128800,1288,PERIODIC,0x00,STEADY,1,0x0000,45.43,25.90,110.99,3.92,1,200,1,256
128900,1289,PERIODIC,0x00,STEADY,1,0x0000,45.42,25.88,110.97,3.93,1,200,1,256
129000,1290,PERIODIC,0x00,STEADY,1,0x0000,45.42,25.89,110.99,3.94,1,200,1,256
129100,1291,PERIODIC,0x00,STEADY,1,0x0000,45.43,24.68,111.52,4.00,1,200,0,256
129200,1292,PERIODIC,0x00,STEADY,1,0x0000,45.42,24.72,111.53,4.02,1,200,0,256
129300,1293,PERIODIC,0x00,STEADY,1,0x0000,45.43,24.60,111.55,4.02,1,200,0,256
129400,1294,PERIODIC,0x00,STEADY,1,0x0000,45.45,24.54,111.54,4.04,1,200,0,256
129500,1295,PERIODIC,0x00,STEADY,1,0x0000,45.43,25.86,111.00,3.97,1,200,1,256
129600,1296,PERIODIC,0x00,STEADY,1,0x0000,45.42,25.89,111.00,3.96,1,200,1,256
129700,1297,PERIODIC,0x00,STEADY,1,0x0000,45.41,25.95,111.01,3.95,1,200,1,256
129800,1298,PERIODIC,0x00,STEADY,1,0x0000,45.36,25.91,111.02,3.95,1,200,1,256
129900,1299,PERIODIC,0x00,STEADY,1,0x0000,45.33,25.95,110.98,3.95,1,200,1,256
130000,1300,PERIODIC,0x00,STEADY,0,0x0000,45.29,24.68,111.48,4.01,1,200,0,256
130100,1301,PERIODIC,0x00,STEADY,0,0x0000,45.30,24.69,111.46,4.00,1,200,0,256
130200,1302,PERIODIC,0x00,STEADY,0,0x0000,45.31,24.67,111.46,4.00,1,200,0,256
130300,1303,PERIODIC,0x00,STEADY,0,0x0000,45.30,24.61,111.48,4.00,1,200,0,256
130400,1304,PERIODIC,0x00,STEADY,0,0x0000,45.27,25.83,110.98,3.94,1,200,1,256
130500,1305,PERIODIC,0x00,STEADY,0,0x0000,45.28,25.85,110.99,3.94,1,200,1,256
130600,1306,PERIODIC,0x00,STEADY,0,0x0000,45.30,25.80,110.99,3.93,1,200,1,256
130700,1307,PERIODIC,0x00,STEADY,0,0x0000,45.33,25.79,111.01,3.93,1,200,1,256
130800,1308,PERIODIC,0x00,STEADY,0,0x0000,45.34,25.79,111.02,3.92,1,200,1,256
130900,1309,PERIODIC,0x00,STEADY,0,0x0000,45.34,24.59,111.51,3.98,1,200,0,256
131000,1310,PERIODIC,0x00,STEADY,0,0x0000,45.29,24.62,111.53,3.98,1,200,0,256
131100,1311,PERIODIC,0x00,STEADY,0,0x0000,45.29,24.67,111.55,3.97,1,200,0,256
131200,1312,PERIODIC,0x00,STEADY,0,0x0000,45.26,24.72,111.54,3.97,1,200,0,256
131300,1313,PERIODIC,0x00,STEADY,0,0x0000,45.28,26.02,111.04,3.90,1,200,1,256
131400,1314,PERIODIC,0x00,STEADY,0,0x0000,45.26,26.15,111.06,3.91,1,200,1,256
131500,1315,PERIODIC,0x00,STEADY,0,0x0000,45.24,26.19,111.05,3.90,1,200,1,256
131600,1316,PERIODIC,0x00,STEADY,0,0x0000,45.26,26.21,111.04,3.90,1,200,1,256
131700,1317,PERIODIC,0x00,STEADY,0,0x0000,45.26,26.26,111.04,3.89,1,200,1,256
131800,1318,PERIODIC,0x00,STEADY,0,0x0000,45.30,25.00,111.53,3.95,1,200,0,256
131900,1319,PERIODIC,0x00,STEADY,0,0x0000,45.32,24.94,111.52,3.96,1,200,0,256
132000,1320,PERIODIC,0x00,STEADY,0,0x0000,45.34,24.87,111.51,3.97,1,200,0,256
132100,1321,PERIODIC,0x00,STEADY,0,0x0000,45.33,24.82,111.53,3.97,1,200,0,256
132200,1322,PERIODIC,0x00,STEADY,0,0x0000,45.32,26.05,111.00,3.91,1,200,1,256
132300,1323,PERIODIC,0x00,STEADY,0,0x0000,45.32,26.04,111.01,3.91,1,200,1,256
132400,1324,PERIODIC,0x00,STEADY,0,0x0000,45.28,25.99,111.01,3.91,1,200,1,256
132500,1325,PERIODIC,0x00,STEADY,0,0x0000,45.26,25.91,111.02,3.90,1,200,1,256
132600,1326,PERIODIC,0x00,STEADY,0,0x0000,45.20,25.88,111.04,3.92,1,200,1,256
132700,1327,PERIODIC,0x00,STEADY,0,0x0000,45.20,24.72,111.53,3.98,1,200,0,256
132800,1328,PERIODIC,0x00,STEADY,0,0x0000,45.18,24.71,111.53,3.98,1,200,0,256
132900,1329,PERIODIC,0x00,STEADY,0,0x0000,45.16,24.73,111.53,3.98,1,200,0,256
133000,1330,PERIODIC,0x00,STEADY,0,0x0000,45.14,24.67,111.56,3.99,1,200,0,256
133100,1331,PERIODIC,0x00,STEADY,0,0x0000,45.15,25.92,111.05,3.93,1,200,1,256
133200,1332,PERIODIC,0x00,STEADY,0,0x0000,45.18,25.91,111.08,3.93,1,200,1,256
133300,1333,PERIODIC,0x00,STEADY,0,0x0000,45.20,25.96,111.09,3.93,1,200,1,256
133400,1334,PERIODIC,0x00,STEADY,0,0x0000,45.23,25.96,111.07,3.92,1,200,1,256
133500,1335,PERIODIC,0x00,STEADY,0,0x0000,45.25,25.82,111.07,3.93,1,200,1,256
133600,1336,PERIODIC,0x00,STEADY,0,0x0000,45.25,24.58,111.60,3.99,1,200,0,256
133700,1337,PERIODIC,0x00,STEADY,0,0x0000,45.24,24.60,111.59,3.99,1,200,0,256
133800,1338,PERIODIC,0x00,STEADY,0,0x0000,45.29,24.65,111.60,3.98,1,200,0,256
133900,1339,PERIODIC,0x00,STEADY,0,0x0000,45.25,24.68,111.61,3.98,1,200,0,256
134000,1340,PERIODIC,0x00,STEADY,0,0x0000,45.25,25.91,111.09,3.91,1,200,1,256
134100,1341,PERIODIC,0x00,STEADY,0,0x0000,45.22,25.92,111.07,3.92,1,200,1,256
134200,1342,PERIODIC,0x00,STEADY,0,0x0000,45.23,25.94,111.07,3.92,1,200,1,256
134300,1343,PERIODIC,0x00,STEADY,0,0x0000,45.20,25.95,111.09,3.93,1,200,1,256
134400,1344,PERIODIC,0x00,STEADY,0,0x0000,45.20,25.98,111.05,3.93,1,200,1,256
134500,1345,PERIODIC,0x00,STEADY,0,0x0000,45.19,24.74,111.54,4.00,1,200,0,256
134600,1346,PERIODIC,0x00,STEADY,0,0x0000,45.16,24.72,111.52,4.00,1,200,0,256
134700,1347,PERIODIC,0x00,STEADY,0,0x0000,45.17,24.68,111.51,4.00,1,200,0,256
134800,1348,PERIODIC,0x00,STEADY,0,0x0000,45.18,24.70,111.51,4.00,1,200,0,256
134900,1349,PERIODIC,0x00,STEADY,0,0x0000,45.18,25.93,111.01,3.95,1,200,1,256
135000,1350,PERIODIC,0x00,STEADY,1,0x0000,45.14,25.93,111.02,3.95,1,200,1,256
135100,1351,PERIODIC,0x00,STEADY,1,0x0000,45.15,25.98,111.01,3.94,1,200,1,256
135200,1352,PERIODIC,0x00,STEADY,1,0x0000,45.14,26.02,111.04,3.94,1,200,1,256
135300,1353,PERIODIC,0x00,STEADY,1,0x0000,45.16,26.00,111.04,3.95,1,200,1,256
135400,1354,PERIODIC,0x00,STEADY,1,0x0000,45.20,24.74,111.55,4.02,1,200,0,256
135500,1355,PERIODIC,0x00,STEADY,1,0x0000,45.18,24.86,111.54,4.02,1,200,0,256
135600,1356,PERIODIC,0x00,STEADY,1,0x0000,45.14,24.93,111.57,4.02,1,200,0,256
135700,1357,PERIODIC,0x00,STEADY,1,0x0000,45.14,25.03,111.56,4.03,1,200,1,256
135800,1358,PERIODIC,0x00,STEADY,1,0x0000,45.18,25.00,111.58,4.03,1,200,0,256
135900,1359,PERIODIC,0x00,STEADY,1,0x0000,45.18,26.23,111.08,3.98,1,200,1,256
136000,1360,PERIODIC,0x00,STEADY,1,0x0000,45.18,26.27,111.09,3.98,1,200,1,256
136100,1361,PERIODIC,0x00,STEADY,1,0x0000,45.18,26.25,111.08,3.98,1,200,1,256
136200,1362,PERIODIC,0x00,STEADY,1,0x0000,45.13,26.29,111.08,3.98,1,200,1,256
136300,1363,PERIODIC,0x00,STEADY,1,0x0000,45.14,24.96,111.61,4.04,1,200,0,256
136400,1364,PERIODIC,0x00,STEADY,1,0x0000,45.16,24.90,111.57,4.06,1,200,0,256
136500,1365,PERIODIC,0x00,STEADY,1,0x0000,45.11,24.79,111.56,4.06,1,200,0,256
136600,1366,PERIODIC,0x00,STEADY,1,0x0000,45.12,26.07,111.03,3.99,1,200,1,256
136700,1367,PERIODIC,0x00,STEADY,1,0x0000,45.09,24.93,111.52,4.05,1,200,0,256
136800,1368,PERIODIC,0x00,STEADY,1,0x0000,45.11,26.16,111.00,4.00,1,200,1,256
136900,1369,PERIODIC,0x00,STEADY,1,0x0000,45.09,26.12,111.02,3.99,1,200,1,256
137000,1370,PERIODIC,0x00,STEADY,1,0x0000,45.10,26.08,110.98,4.00,1,200,1,256
137100,1371,PERIODIC,0x00,STEADY,1,0x0000,45.10,26.11,110.98,4.00,1,200,1,256
137200,1372,PERIODIC,0x00,STEADY,1,0x0000,45.11,24.91,111.49,4.05,1,200,0,256
137300,1373,PERIODIC,0x00,STEADY,1,0x0000,45.15,25.01,111.50,4.07,1,200,1,256
137400,1374,PERIODIC,0x00,STEADY,1,0x0000,45.15,23.89,112.01,4.14,1,200,0,256
137500,1375,PERIODIC,0x00,STEADY,1,0x0000,45.16,25.05,111.52,4.07,1,200,1,256
137600,1376,PERIODIC,0x00,STEADY,1,0x0000,45.14,23.80,112.04,4.13,1,200,0,256
137700,1377,PERIODIC,0x00,STEADY,1,0x0000,45.13,25.14,111.54,4.09,1,200,1,256
137800,1378,PERIODIC,0x00,STEADY,1,0x0000,45.14,25.22,111.57,4.08,1,200,1,256
137900,1379,PERIODIC,0x00,STEADY,1,0x0000,45.11,25.19,111.55,4.07,1,200,1,256
138000,1380,PERIODIC,0x00,STEADY,1,0x0000,45.11,25.21,111.55,4.08,1,200,1,256
138100,1381,PERIODIC,0x00,STEADY,1,0x0000,45.09,23.89,112.08,4.13,1,200,0,256
138200,1382,PERIODIC,0x00,STEADY,1,0x0000,45.08,25.13,111.60,4.07,1,200,1,256
138300,1383,PERIODIC,0x00,STEADY,1,0x0000,45.05,23.88,112.09,4.13,1,200,0,256
138400,1384,PERIODIC,0x00,STEADY,1,0x0000,45.04,25.15,111.58,4.07,1,200,1,256
138500,1385,PERIODIC,0x00,STEADY,1,0x0000,45.07,23.91,112.07,4.12,1,200,0,256
138600,1386,PERIODIC,0x00,STEADY,1,0x0000,45.04,25.03,111.54,4.05,1,200,1,256
138700,1387,PERIODIC,0x00,STEADY,1,0x0000,45.06,25.00,111.55,4.07,1,200,0,256
138800,1388,PERIODIC,0x00,STEADY,1,0x0000,45.05,26.19,111.05,4.00,1,200,1,256
138900,1389,PERIODIC,0x00,STEADY,1,0x0000,45.03,26.22,111.03,4.01,1,200,1,256
139000,1390,PERIODIC,0x00,STEADY,1,0x0000,45.00,24.91,111.52,4.07,1,200,0,256
139100,1391,PERIODIC,0x00,STEADY,1,0x0000,45.05,26.21,111.01,4.01,1,200,1,256
139200,1392,PERIODIC,0x00,STEADY,1,0x0000,45.05,24.91,111.48,4.08,1,200,0,256
139300,1393,PERIODIC,0x00,STEADY,1,0x0000,45.04,26.16,110.98,4.02,1,200,1,256
139400,1394,PERIODIC,0x00,STEADY,1,0x0000,45.06,24.96,111.49,4.09,1,200,0,256
139500,1395,PERIODIC,0x00,STEADY,1,0x0000,45.06,26.23,110.96,4.02,1,200,1,256
139600,1396,PERIODIC,0x00,STEADY,1,0x0000,45.03,25.02,111.44,4.08,1,200,1,256
139700,1397,PERIODIC,0x00,STEADY,1,0x0000,45.06,25.05,111.44,4.08,1,200,1,256
139800,1398,PERIODIC,0x00,STEADY,1,0x0000,45.07,25.05,111.45,4.07,1,200,1,256
139900,1399,PERIODIC,0x00,STEADY,1,0x0000,45.04,23.79,111.96,4.12,1,200,0,256
140000,1400,PERIODIC,0x00,STEADY,0,0x0000,45.01,25.05,111.50,4.05,1,200,1,256
140100,1401,PERIODIC,0x00,STEADY,0,0x0000,45.00,23.83,112.01,4.11,1,200,0,256
140200,1402,PERIODIC,0x00,STEADY,0,0x0000,45.02,25.09,111.52,4.05,1,200,1,256
140300,1403,PERIODIC,0x00,STEADY,0,0x0000,45.01,23.86,112.04,4.12,1,200,0,256
140400,1404,PERIODIC,0x00,STEADY,0,0x0000,45.04,25.08,111.57,4.06,1,200,1,256
140500,1405,PERIODIC,0x00,STEADY,0,0x0000,45.04,25.05,111.57,4.07,1,200,1,256
140600,1406,PERIODIC,0x00,STEADY,0,0x0000,45.01,25.11,111.57,4.07,1,200,1,256
140700,1407,PERIODIC,0x00,STEADY,0,0x0000,44.98,25.16,111.55,4.07,1,200,1,256
140800,1408,PERIODIC,0x00,STEADY,0,0x0000,44.98,23.94,112.03,4.14,1,200,0,256
140900,1409,PERIODIC,0x00,STEADY,0,0x0000,44.98,25.12,111.51,4.06,1,200,1,256
141000,1410,PERIODIC,0x00,STEADY,0,0x0000,44.97,23.87,112.02,4.11,1,200,0,256
141100,1411,PERIODIC,0x00,STEADY,0,0x0000,44.98,25.16,111.53,4.04,1,200,1,256
141200,1412,PERIODIC,0x00,STEADY,0,0x0000,44.96,23.87,112.03,4.11,1,200,0,256
141300,1413,PERIODIC,0x00,STEADY,0,0x0000,44.93,25.12,111.52,4.04,1,200,1,256
141400,1414,PERIODIC,0x00,STEADY,0,0x0000,44.97,25.11,111.51,4.04,1,200,1,256
141500,1415,PERIODIC,0x00,STEADY,0,0x0000,44.98,25.12,111.49,4.04,1,200,1,256
141600,1416,PERIODIC,0x00,STEADY,0,0x0000,44.98,25.12,111.52,4.04,1,200,1,256
141700,1417,PERIODIC,0x00,STEADY,0,0x0000,44.95,23.93,112.02,4.09,1,200,0,256
141800,1418,PERIODIC,0x00,STEADY,0,0x0000,44.93,25.16,111.50,4.04,1,200,1,256
141900,1419,PERIODIC,0x00,STEADY,0,0x0000,44.94,23.94,111.99,4.10,1,200,0,256
142000,1420,PERIODIC,0x00,STEADY,0,0x0000,44.94,25.25,111.48,4.03,1,200,1,256
142100,1421,PERIODIC,0x00,STEADY,0,0x0000,44.94,24.04,111.95,4.09,1,200,0,256
142200,1422,PERIODIC,0x00,STEADY,0,0x0000,44.93,25.26,111.45,4.02,1,200,1,256
142300,1423,PERIODIC,0x00,STEADY,0,0x0000,44.92,25.20,111.46,4.03,1,200,1,256
142400,1424,PERIODIC,0x00,STEADY,0,0x0000,44.92,25.23,111.44,4.02,1,200,1,256
142500,1425,PERIODIC,0x00,STEADY,0,0x0000,44.95,25.20,111.46,4.02,1,200,1,256
142600,1426,PERIODIC,0x00,STEADY,0,0x0000,44.96,24.00,111.95,4.08,1,200,0,256
142700,1427,PERIODIC,0x00,STEADY,0,0x0000,44.96,25.23,111.45,4.02,1,200,1,256
142800,1428,PERIODIC,0x00,STEADY,0,0x0000,44.96,23.94,111.94,4.08,1,200,0,256
142900,1429,PERIODIC,0x00,STEADY,0,0x0000,44.98,25.13,111.49,4.01,1,200,1,256
143000,1430,PERIODIC,0x00,STEADY,0,0x0000,44.99,23.91,112.00,4.07,1,200,0,256
143100,1431,PERIODIC,0x00,STEADY,0,0x0000,45.04,25.20,111.51,4.01,1,200,1,256
143200,1432,PERIODIC,0x00,STEADY,0,0x0000,45.01,25.15,111.51,4.01,1,200,1,256
143300,1433,PERIODIC,0x00,STEADY,0,0x0000,44.99,25.20,111.48,4.01,1,200,1,256
143400,1434,PERIODIC,0x00,STEADY,0,0x0000,44.97,25.18,111.52,4.02,1,200,1,256
143500,1435,PERIODIC,0x00,STEADY,0,0x0000,44.98,23.96,112.00,4.07,1,200,0,256
143600,1436,PERIODIC,0x00,STEADY,0,0x0000,44.98,25.33,111.53,4.00,1,200,1,256
143700,1437,PERIODIC,0x00,STEADY,0,0x0000,44.94,24.12,112.01,4.06,1,200,0,256
143800,1438,PERIODIC,0x00,STEADY,0,0x0000,44.93,25.29,111.47,4.00,1,200,1,256
143900,1439,PERIODIC,0x00,STEADY,0,0x0000,44.94,24.05,111.94,4.06,1,200,0,256
144000,1440,PERIODIC,0x00,STEADY,0,0x0000,44.95,25.34,111.44,3.99,1,200,1,256
144100,1441,PERIODIC,0x00,STEADY,0,0x0000,44.94,25.31,111.46,3.98,1,200,1,256
144200,1442,PERIODIC,0x00,STEADY,0,0x0000,44.95,25.35,111.44,3.97,1,200,1,256
144300,1443,PERIODIC,0x00,STEADY,0,0x0000,44.91,25.30,111.43,3.97,1,200,1,256
144400,1444,PERIODIC,0x00,STEADY,0,0x0000,44.89,23.98,111.90,4.02,1,200,0,256
144500,1445,PERIODIC,0x00,STEADY,0,0x0000,44.94,25.28,111.41,3.96,1,200,1,256
144600,1446,PERIODIC,0x00,STEADY,0,0x0000,44.95,24.02,111.93,4.02,1,200,0,256
144700,1447,PERIODIC,0x00,STEADY,0,0x0000,44.89,25.28,111.44,3.95,1,200,1,256
144800,1448,PERIODIC,0x00,STEADY,0,0x0000,44.89,23.96,111.95,4.02,1,200,0,256
144900,1449,PERIODIC,0x00,STEADY,0,0x0000,44.89,25.18,111.42,3.96,1,200,1,256
145000,1450,PERIODIC,0x00,STEADY,1,0x0000,44.85,25.11,111.45,3.96,1,200,1,256
145100,1451,PERIODIC,0x00,STEADY,1,0x0000,44.88,25.13,111.46,3.96,1,200,1,256
145200,1452,PERIODIC,0x00,STEADY,1,0x0000,44.89,25.14,111.48,3.96,1,200,1,256
145300,1453,PERIODIC,0x00,STEADY,1,0x0000,44.85,23.85,111.95,4.03,1,200,0,256
145400,1454,PERIODIC,0x00,STEADY,1,0x0000,44.82,25.12,111.44,3.96,1,200,1,256
145500,1455,PERIODIC,0x00,STEADY,1,0x0000,44.81,23.77,111.96,4.03,1,200,0,256
145600,1456,PERIODIC,0x00,STEADY,1,0x0000,44.82,25.01,111.45,3.96,1,200,1,256
145700,1457,PERIODIC,0x00,STEADY,1,0x0000,44.82,23.71,111.95,4.04,1,200,0,256
145800,1458,PERIODIC,0x00,STEADY,1,0x0000,44.83,24.97,111.42,3.98,1,200,0,256
145900,1459,PERIODIC,0x00,STEADY,1,0x0000,44.82,26.23,110.93,3.91,1,200,1,256
146000,1460,PERIODIC,0x00,STEADY,1,0x0000,44.83,26.17,110.93,3.91,1,200,1,256
146100,1461,PERIODIC,0x00,STEADY,1,0x0000,44.81,26.06,110.95,3.91,1,200,1,256
146200,1462,PERIODIC,0x00,STEADY,1,0x0000,44.84,24.87,111.44,3.98,1,200,0,256
146300,1463,PERIODIC,0x00,STEADY,1,0x0000,44.86,26.15,110.95,3.91,1,200,1,256
146400,1464,PERIODIC,0x00,STEADY,1,0x0000,44.87,24.98,111.42,3.96,1,200,0,256
146500,1465,PERIODIC,0x00,STEADY,1,0x0000,44.89,26.35,110.92,3.89,1,200,1,256
146600,1466,PERIODIC,0x00,STEADY,1,0x0000,44.89,25.14,111.41,3.94,1,200,1,256
146700,1467,PERIODIC,0x00,STEADY,1,0x0000,44.87,23.91,111.90,4.02,1,200,0,256
146800,1468,PERIODIC,0x00,STEADY,1,0x0000,44.84,25.19,111.39,3.96,1,200,1,256
146900,1469,PERIODIC,0x00,STEADY,1,0x0000,44.85,25.25,111.38,3.96,1,200,1,256
147000,1470,PERIODIC,0x00,STEADY,1,0x0000,44.82,25.25,111.38,3.96,1,200,1,256
147100,1471,PERIODIC,0x00,STEADY,1,0x0000,44.80,24.02,111.86,4.03,1,200,0,256
147200,1472,PERIODIC,0x00,STEADY,1,0x0000,44.75,25.24,111.38,3.98,1,200,1,256
147300,1473,PERIODIC,0x00,STEADY,1,0x0000,44.75,23.96,111.88,4.05,1,200,0,256
147400,1474,PERIODIC,0x00,STEADY,1,0x0000,44.77,25.27,111.41,4.00,1,200,1,256
147500,1475,PERIODIC,0x00,STEADY,1,0x0000,44.82,25.20,111.41,3.99,1,200,1,256
147600,1476,PERIODIC,0x00,STEADY,1,0x0000,44.86,23.93,111.91,4.05,1,200,0,256
147700,1477,PERIODIC,0x00,STEADY,1,0x0000,44.84,25.21,111.42,3.98,1,200,1,256
147800,1478,PERIODIC,0x00,STEADY,1,0x0000,44.86,25.21,111.46,3.99,1,200,1,256
147900,1479,PERIODIC,0x00,STEADY,1,0x0000,44.85,25.25,111.48,3.99,1,200,1,256
148000,1480,PERIODIC,0x00,STEADY,1,0x0000,44.88,24.07,111.95,4.04,1,200,0,256
148100,1481,PERIODIC,0x00,STEADY,1,0x0000,44.84,25.34,111.46,3.97,1,200,1,256
148200,1482,PERIODIC,0x00,STEADY,1,0x0000,44.82,23.94,111.93,4.04,1,200,0,256
148300,1483,PERIODIC,0x00,STEADY,1,0x0000,44.81,25.23,111.39,3.96,1,200,1,256
148400,1484,PERIODIC,0x00,STEADY,1,0x0000,44.80,25.24,111.36,3.97,1,200,1,256
148500,1485,PERIODIC,0x00,STEADY,1,0x0000,44.80,23.95,111.86,4.04,1,200,0,256
148600,1486,PERIODIC,0x00,STEADY,1,0x0000,44.81,25.13,111.30,3.97,1,200,1,256
148700,1487,PERIODIC,0x00,STEADY,1,0x0000,44.80,25.05,111.30,3.97,1,200,1,256
